UAI;COMMUNE;ACADEMIE;MINISTERE;TYPE_ETABLISSEMENT;MNEMONIQUE_FORMATION_ACCUEIL;CODE_SPECIALITE_FORMATION_ACCUEIL;LIBELLE_FORMATION_ACCUEIL_BAN;CODE_FORMATION_ACCUEIL_BAN;CODE_COMMUNE_INSEE;CODE_POSTAL
0131767A ; SALON DE PROVENCE          ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22141                             ;  1CAP2  PATISSIER                         ;  24122141210                ;  13103              ;  13300
0131767A ; SALON DE PROVENCE          ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25218                             ;  1CAP2  MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24125218210                ;  13103              ;  13300
0131767A ; SALON DE PROVENCE          ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31215                             ;  1CAP2  EMPLOY.VENTE : PRDTS ALIMENTAIRES ;  24131215210                ;  13103              ;  13300
0131767A ; SALON DE PROVENCE          ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31216                             ;  1CAP2  EMPL.VENTE: PRDTS EQUIP.COURANTS  ;  24131216210                ;  13103              ;  13300
0131767A ; SALON DE PROVENCE          ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31224                             ;  1CAP2 EQUIPIER POLYVALENT DU COMMERCE    ;  AFFECTATION                ;  13103              ;  13300
0131767A ; SALON DE PROVENCE          ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  13103              ;  13300
0131767A ; SALON DE PROVENCE          ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  31213                             ;  2NDPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM. ;  24731213310                ;  13103              ;  13300
0131772F ; MARSEILLE CEDEX 11         ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22715                             ;  1CAP2  MONTEUR INSTALLATIONS THERMIQUES  ;  24122715210                ;  13211              ;  13396
0131772F ; MARSEILLE CEDEX 11         ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23217                             ;  1CAP2  MACON                             ;  24123217210                ;  13211              ;  13396
0131772F ; MARSEILLE CEDEX 11         ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23324                             ;  1CAP2  MONTEUR INSTALLATIONS SANITAIRES  ;  24123324210                ;  13211              ;  13396
0131772F ; MARSEILLE CEDEX 11         ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23325                             ;  1CAP2  CARRELEUR MOSAISTE                ;  24123325210                ;  13211              ;  13396
0131772F ; MARSEILLE CEDEX 11         ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23326                             ;  1CAP2  METIERS PLATRE ET ISOLATION       ;  24123326210                ;  13211              ;  13396
0131772F ; MARSEILLE CEDEX 11         ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23327                             ;  1CAP2  PEINTRE APPLICATEUR REVETEMENTS   ;  24123327210                ;  13211              ;  13396
0131772F ; MARSEILLE CEDEX 11         ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23441                             ;  1CAP2  MENUISIER FABRICT MEN MOB AGENCMT ;  24123441210                ;  13211              ;  13396
0131772F ; MARSEILLE CEDEX 11         ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23442                             ;  1CAP2  MENUISIER INSTALLATEUR            ;  24123442210                ;  13211              ;  13396
0131772F ; MARSEILLE CEDEX 11         ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25431                             ;  1CAP2  SERRURIER METALLIER               ;  24125431210                ;  13211              ;  13396
0131772F ; MARSEILLE CEDEX 11         ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25524                             ;  1CAP2  ELECTRICIEN                       ;  24125524210                ;  13211              ;  13396
0131772F ; MARSEILLE CEDEX 11         ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22703                             ;  2NDPRO TECHN.INSTALL.SYST.ENERG.CLIMATIQ ;  24722703310                ;  13211              ;  13396
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22342                             ;  1CAP2 ORFEVRE OP_C : POLISSEUR AVIVEUR   ;  24122342210                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  22714                             ;  1CAP2  INSTALL. FROID CONDITIONN. D'AIR  ;  24122714210                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  23428                             ;  1CAP2 LUTHERIE                           ;  24123428210                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  24005                             ;  1CAP2  METIER DU PRESSING                ;  24124005210                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  24239                             ;  1CAP2  TAPISSIER-E AMEUBLEMENT EN DECOR  ;  24124239210                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  24313                             ;  1CAP2 CORDONNIER BOTTIER                 ;  24124313210                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  24318                             ;  1CAP2  SELLERIE GENERALE                 ;  24124318210                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  24320                             ;  1CAP2  CORDONNERIE MULTISERVICE          ;  24124320210                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  24322                             ;  1CAP2  MAROQUINERIE                      ;  24124322210                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25524                             ;  1CAP2  ELECTRICIEN                       ;  24125524210                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2R                       ;  24001                             ;  1CAP2 ENTRET.ARTICL.TEXT.ENTREP.APPRENT. ;  AFFECTATION                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2R                       ;  24236                             ;  1CAP2 COUTURE FLOU APPRENT.              ;  AFFECTATION                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2R                       ;  34305                             ;  1CAP2 GEST. DECHETS PROPR. URB.APPRENT.  ;  AFFECTATION                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25510                             ;  2NDPRO METIERS ELECT. ENVIRON. CONNECTES ;  24725510310                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  33101                             ;  2NDPRO OPTIQUE LUNETTERIE                ;  24733101310                ;  13201              ;  13001
0131775J ; MARSEILLE                  ; AIX-MARSEILLE                            ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  33102                             ;  2NDPRO PROTHESE DENTAIRE                 ;  24733102310                ;  13201              ;  13001
